,File Name,Position,salary_start,salary_end,opendate,requirements,duties,deadline,selection,EXPERIENCE_LENGTH,FULL_TIME_PART_TIME,EDUCATION_YEARS,SCHOOL_TYPE
486,SENIOR ENVIRONMENTAL ENGINEER 7874 121815.txt,senior environmental engineer,"109,098","$135,552",2015-12-18,"1. Two years of full-time paid professional environmental engineering experience in a class at the level of Environmental Engineer; or2. Two years of full-time paid experience as a Project Manager I, II, or III with the City of Los Angeles receiving the appropriate salary bonus performing the work specified in Requirement #1; and3. Registration as a Professional Engineer with the California State Board of Registration for Professional Engineers.","A Senior Environmental Engineer performs professional environmental engineering work in conducting research and planning studies; supervises the design of water reclamation facilities; assists in planning, directing and organizing the activities of wastewater collection, industrial wastewater, stormwater, regulatory affairs, water reclamation plants, and solid resources divisions, including analysis of environmental impact; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities; and does related work.","DECEMBER 31, 2015","['Essay', 'Interview']",Two,FULL_TIME,,
487,SENIOR EQUIPMENT MECHANIC 3712 010518 REV 080718.txt,senior equipment mechanic,"83,337",,2018-01-05," Two years of full-time paid experience as a journey-level Equipment Mechanic, Heavy Duty Equipment Mechanic, or Auto Electrician.",A Senior Equipment Mechanic acts as a lead for and works with a small group of Equipment Mechanics and other employees engaged in the maintenance and repair of transportation equipment.,,"['Essay', 'Interview']",Two,FULL_TIME,,
488,SENIOR EXAMINER OF QUESTIONED DOCUMENTS 3231 072216 REVISED 072716.txt,water utility superintendent,"119,433","$148,394",2016-07-29,"Three years of full-time paid experience as a Water Utility Supervisor, Water Service Supervisor, Water Utility Operator Supervisor, Water Treatment Supervisor, or Waterworks Mechanic Supervisor with the City of Los Angeles. Only applicants that are currently or have previously worked in the Department of Water and Power in DDR numbers 92-39133, 93-39129, 93-39131, 93-39132, 93-39134, 93-39044, 93-39043, 93-39124, 93-39122, 93-39123, 93-58131, 93-58130, 93-58129, 93-58107, 93-58115, 93-39104, or 93-39103, and meet the above noted requirements qualify to take this examination. ","A Water Utility Superintendent plans, organizes and directs craft employees engaged in construction, maintenance, and operation activities within the Water Services Organization; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.","AUGUST 18, 2016","['Interview', 'Essay']",Three,FULL_TIME,,
489,SENIOR FIRE PROTECTION ENGINEER 7981 021916 rev022516.txt,senior fire protection engineer,"103,606",,2016-02-19,"1. Registration as Professional Engineer with the California State Board for Professional Engineers, Land Surveyors, and Geologists and2. Two years of full-time paid engineering experience as a Fire Protection Engineer; or3. Six years of full-time paid experience as a Fire Protection Engineering Associate III or IV.","A Senior Fire Protection Engineer plans, organizes, and directs the work of Fire Inspectors, Fire Protection Engineers and Fire Protection Engineering Associates engaged in the fire and life safety review of building plans and field inspection for new construction projects; performs professional engineering work in the application of engineering principles to problems of safeguarding life and property against loss from fire, explosions and related hazards; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.","MARCH 3, 2016","['Essay', 'Interview']",Two,FULL_TIME,,
490,SENIOR FORENSIC PRINT SPECIALIST 2201 090718.txt,senior forensic print specialist,"87,883","$128,516",2018-09-07,Two years of full-time paid experience as a Forensic Print Specialist III or IV with the City of Los Angeles.,"A Senior Forensic Print Specialist provides supervision, training, and technical advice to latent print personnel; applies sound supervisory principles and techniques in building and maintaining an effective work force; fulfills equal employment opportunity and employee relations responsibilities; and performs related work.","SEPTEMBER 20, 2018","['Essay', 'Interview']",Two,FULL_TIME,,
491,SENIOR GARDENER 3143 121517 (1)revised.txt,senior gardener,"44,411","$63,182",2017-12-15,"1. Two years of full-time paid experience in the propagation, care or maintenance of plants, flowers, shrubs, trees and lawns; or2. One year of full-time paid experience in the propagation, care or maintenance of plants, flowers, shrubs, trees and lawns and 30 semester or 45 quarter units from an accredited college or university with at least two courses in horticulture, botany, or  related fields.","A Senior Gardener performs skilled gardening and irrigation work; assigns, reviews, and evaluates the work of employees engaged in routine gardening, ground maintenance and irrigation work in a City park, recreation area, golf course, nursery, the grounds of public buildings, Citywide traffic islands, medians, slopes, grade separations, and other landscaped areas; applies sound supervisory techniques in building and maintaining an effective work force; and fulfills workplace diversity responsibilities.NOTE: The work performed by an employee of this class may require exposure to vehicular traffic, rain, wind and other weather conditions.  ","DECEMBER 28, 2017",['Interview'],Two,FULL_TIME,,
492,SENIOR HEATING AND REFRIGERATION INSPECTOR 4247 121115.txt,senior heating and refrigeration inspector,"84,731","$94,440",2015-12-11,"1. Two years of full-time paid experience as a Heating and Refrigeration Inspector for the City of Los Angeles.2. a. One year of full-time paid experience as a Building Mechanical Inspector for the City of Los Angeles may be    substituted for one year of Heating and Refrigeration experience lacking; orb. Graduation from a recognized four-year college or university with a degree in Industrial Technology, Industrial     Science or special degree program in Construction Management, Construction Technology or Inspection    Technology may be substituted for up to one year of required Heating and Refrigeration Inspector experience.","A Senior Heating and Refrigeration Inspector supervises a group of employees engaged in the inspection of installations of heating, ventilating, air-conditioning, and refrigeration equipment; and inspects the larger and more complex systems.","DECEMBER 24, 2015",['Essay'],Two,FULL_TIME,four,College or University
493,SENIOR HEAVY DUTY EQUIPMENT MECHANIC 3745 012017.txt,senior heavy duty equipment mechanic,"88,865",,2017-01-20,"Two years of full-time paid journey level experience as a Heavy Duty Equipment Mechanic, or in class at that level in the maintenance and repair of construction, road maintenance, marine, or firefighting vehicles.","A Senior Heavy Duty Equipment Mechanic supervises and works with a small group of employees doing journey-level work in the maintenance and repair of construction, road maintenance, marine, or firefighting equipment.","FEBRUARY 2, 2017","['Test', 'Interview']",Two,FULL_TIME,,
494,SENIOR HOUSING INSPECTOR 4244 042718.txt,senior housing inspector,"90,410","$109,306",2018-04-27,"Two years of full-time paid experience with the City of Los Angeles as a Housing Inspector.The following may be substituted for one year of Housing Inspector experience:1. One year of full-time paid experience with the City of Los Angeles as a Building Inspector, Building Mechanical Inspector, Plumbing Inspector, Electrical Inspector, Fire Sprinkler Inspector, or Heating and Refrigeration Inspector; or2. Graduation from an accredited four-year college or university with a degree in Industrial Technology, Industrial Science, or any four-year degree from an accredited college or university with at least 18 semester or 24 quarter units in Construction Management, Construction Technology, Engineering, Fire Safety, or Inspection Technology.","A Senior Housing Inspector supervises employees engaged either in the inspection of residential rental property locations for conformance to housing habitability, quality, and property maintenance ordinances; or in the investigation of code violation complaints and the following through with the code enforcement process by way of litigation or administrative abatement; and personally conducts the more difficult field inspections.","MAY 10, 2018","['Essay', 'Interview']",Two,FULL_TIME,four,College or University
495,SENIOR HOUSING INVESTIGATOR 8517 020317 REVISED 021617.txt,senior housing investigator,"79,239","$115,863",2017-02-03,"1. Two years of full-time paid experience with the City of Los Angeles at the level of Housing Investigator, investigating complaints, analyzing evidence and preparing legal documents related to civil or criminal enforcement actions under housing law; one year of which must include acting in a lead capacity over staff involved in performing these functions; or2. Four years of full-time paid experience investigating complaints, analyzing evidence and preparing legal documents related to civil or criminal enforcement actions under housing law, one year of which must include supervision of staff.A law degree from an accredited law school within the United States may be substituted for a maximum of two years of full-time paid experience as specified in Requirement Number Two; orA paralegal certificate from an accredited paralegal training program within the United States may be substituted for a maximum of one year of the full-time paid experience as specified in Requirement Number Two.","A Senior Housing Investigator plans, organizes and directs the work of Housing Investigators and clerical support staff engaged in the investigation and analysis of alleged violations of the City's Rent Stabilization Ordinance (RSO) and/or Housing Code (Los Angeles Municipal Code Chapters XV and XVI) and related office activities; handles the negotiation of more difficult complaint settlements and case closures; may act as an Assistant Director for Rent Stabilization or as a lead over other Senior Housing Investigators; may supervise a public information and payment counter within a field office; applies sound supervisory principles and techniques in building and maintaining an effective work force; fulfills equal employment opportunity responsibilities; and performs related work.","FEBRUARY 23, 2017","['Essay', 'Interview']",Two,FULL_TIME,,
496,SENIOR HYDROGRAPHER 7264 030714.txt,senior hydrographer,"80,241","$99,681",2014-03-07,"Two years of full-time paid experience as a hydrographer.NOTES:1. Applicants who lack six months or less of the required experience may file for this examination. However, they cannot be appointed until the full experience requirement is met.2. Some positions may require a valid California driver's license. Candidates may not be eligible for appointment to these positions if their record within the last 36 months reflects three or more moving violations and/or at-fault accidents, or a conviction of a major moving violation (such as DUI).WHERE TO APPLYApplications will only be accepted online. When you are viewing the online job bulletin of your choice, simply scroll to the top of the page and select the ""Apply"" icon. Online job bulletins are also available at http://agency.governmentjobs.com/lacity/default.cfm?promotionaljobs=1 for Promotional Examinations.","A Senior Hydrographer assigns, reviews and evaluates the work of a group of hydrographers engaged in the gathering, recording, and compiling of hydrographic and meteorological data pertinent to municipal water supply and rights; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.","MARCH 20, 2014",['Interview'],Two,FULL_TIME,,
497,SENIOR INDUSTRIAL HYGIENIST 2331 022318.txt,senior industrial hygienist,"95,714","$139,917",2018-02-23,"1. Graduation from an accredited four-year college or university with a bachelor's degree in Industrial Hygiene, Chemistry, Physics, Health Science (Public or Occupational), Biological Science, or related field; and EITHER #2 or #3 below.2. Five years of full-time paid professional experience in the field of industrial hygiene; and a certificate as a ""Certified Industrial Hygienist"" (CIH) in the Comprehensive Practice of industrial hygiene, issued by the American Board of Industrial Hygiene; or3. Eight years of full-time paid professional experience in the field of industrial hygiene and Certification as a ""Certified Asbestos Consultant"" (CAC) issued by the State of California, Department of Industrial Relations, Division of Occupational Safety and Health.","A Senior Industrial Hygienist plans, coordinates and implements an industrial hygiene program to reduce exposure to hazardous situations and protect employee health; evaluates work environments, identifies health hazards and recommends effective solutions and control measures; develops policies consistent with State and Federal laws and regulations governing occupational health and safety and environmental protection; and supervises professional staff engaged in above duties.","MARCH 8, 2018","['Essay', 'Interview']",Five,FULL_TIME,four,College or University
498,SENIOR LABOR RELATIONS SPECIALIST 9202 11618.txt,senior labor relations specialist,"106,842","$156,182",2018-11-16,"1. Two years of full-time paid experience at the level of Personnel Analyst with the City of Los Angeles, performing labor relations activities, including negotiating and administering labor agreements, reviewing and responding to grievances, and serving as an advocate in administrative hearings; or2. Graduation from an accredited four year college or university; and four years of full-time paid professional experience performing public sector labor relations activities, including negotiating and administering labor agreements, reviewing and responding to grievances, and serving as an advocate in administrative hearings.","A Senior Labor Relations Specialist performs complex and sensitive labor relations activities, including negotiating Memoranda of Understanding (MOUs) with unions representing City employees; administering the terms of the MOUs; and preparing analyses, proposals, reports, and correspondence in the field of labor relations; and does related work.","NOVEMBER 29, 2018",['Interview'],Two,FULL_TIME,four,College or University
499,SENIOR LEGISLATIVE ASSISTANT 1187 050418.txt,senior legislative assistant,"100,370","$146,744",2018-05-04,"1. Two years of full-time paid experience with the City Clerk's Office as a Legislative Assistant; or2. Two years of full-time paid experience in a class at the level of Senior Management Analyst, providing experience supervising, planning, coordinating and directing staff in the daily operation of legislative functions.","A Senior Legislative Assistant oversees staff engaged in legislative processing in the City Clerk's Office; advises elected officials and City departments on the proper conduct of City Council and committee meetings according to City Council Rules, Roberts Rules of Order, and other applicable requirements; assists Council members in conducting the City's business in conformance with applicable local, state and federal laws and regulations; applies sound supervisory principles and techniques in building and maintaining an effective work force; fulfills equal employment opportunity responsibilities; and does related work. ","MAY 17, 2018",['Interview'],Two,FULL_TIME,,
500,SENIOR LIBRARIAN 6153 033117.txt,senior librarian,"71,889","$102,291",2017-03-31,Two years of full-time paid professional library work as a Librarian.,"A Senior Librarian assigns, reviews and evaluates the work of a group of employees engaged in providing a variety of professional library services at Branch libraries, Central Library departments, Engagement and Learning, Emerging Technologies and Collections, and special or system-wide support service units; oversees the more responsible aspects of developing collections and technologies; manages library assets, including facilities and budgets; directly performs or supervises employees engaged in outreach to the community regarding library services; works and represents the Department with patrons, volunteers, community support groups, other city departments, vendors and contractors; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.","APRIL 13, 2017",[],Two,FULL_TIME,,
501,SENIOR LOAD DISPATCHER 5235 060118.txt,senior load dispatcher,"144,573","$179,609",2018-06-01,"Three years of full-time paid experience as a Load Dispatcher with the City of Los Angeles exclusive of time as a Load Dispatcher Trainee (DDR 94-52056).1. One year as a Steam Plant Operator, Electric Distribution Mechanic, or Senior Electrical Test Technician (formerly Senior Electrical Tester) with the City of Los Angeles may be substituted for one year of the above required experience; or2. One year as an Electric Station Operator, Electrical Mechanic, Electric Trouble Dispatcher, or Senior Electrical Repairer (DDR #93-38020) with the City of Los Angeles may be substituted for one year of the above required experience; however, time in a training DDR does not apply.","A Senior Load Dispatcher assigns, reviews and evaluates the work of Load Dispatchers engaged in directing and controlling the switching of electric energy, maintaining proper voltage regulation, VAR control, and load allocation for a large generating, transmission or distributing system by giving orders and issuing clearances from a central dispatching office; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.","JUNE 14, 2018","['Essay', 'Interview']",Three,FULL_TIME,,
502,SENIOR MACHINIST SUPERVISOR 3768 051016.txt,senior machinist supervisor,"122,670","$136,075",2016-04-29,"Two years of full-time paid experience as a first level supervisor in a machine shop, welding shop, structural steel shop, sheet metal shop, or similar work-craft shop.NOTES:1. Applicants who lack six months of the required experience may file for this examination. However, they cannot be appointed until the full experience requirement is met.2. A valid California driver's license is required.  Applicants will be disqualified and not eligible for hire if their record within the last 36 months reflects three or more moving violations and/or at-fault accidents, or a conviction of a major moving violation (such as DUI).WHERE TO APPLYApplications will only be accepted on-line. When you are viewing the on-line job bulletin of your choice, simply scroll to the top of the page and select the ""Apply"" icon. On-line job bulletins are also available at https://www.governmentjobs.com/careers/lacity/promotionaljobs for Promotional Examinations. ","A Senior Machinist Supervisor plans, organizes and directs the work of various craft supervisors and their crews engaged in either shop or field maintenance, repair, and overhaul of hydraulic and steam generating equipment and other machinery; or plans, organizes, coordinates and schedules the overhaul and repair process done by mechanical crews on power plants and stations; applies sound supervisory techniques in building and maintaining an effective work force, and fulfills equal opportunity responsibilities. ","MAY 19, 2016","['Essay', 'Interview']",Two,FULL_TIME,,
503,SENIOR MANAGEMENT ANALYST 9171 040618.txt,senior management analyst,"81,035","$118,473",2018-04-06,"Two years of full-time paid experience as a Management Analyst or in a class at that level which provides professional experience in administrative, financial, grants, legislative, or personnel work.","A Senior Management Analyst directs professional and clerical personnel in performing a wide range of administrative, financial, grants, legislative, and/or personnel work; personally performs the more difficult work; may act as staff advisor to management; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.","APRIL 19, 2018","['Test', 'Essay', 'Interview']",Two,FULL_TIME,,
504,SENIOR MECHANICAL ENGINEERING DRAFTING TECHNICIAN 7210 110416.txt,senior mechanical engineering drafting technician,"73,894","$103,460",2016-11-04,Three years of full-time paid experience as a Mechanical Engineering Drafting Technician or in a class at that level performing mechanical engineering drafting.,"A Senior Mechanical Engineering Drafting Technician provides technical direction to, and checks the work of, a small group of drafting technicians engaged in the preparation of drawings for a variety of mechanical engineering projects; performs drafting work for the more difficult projects; and does related work.","NOVEMBER 17, 2016",['Interview'],Three,FULL_TIME,,
505,SENIOR MECHANICAL REPAIRER 3772 030416.txt,senior mechanical repairer,"78,195",,2016-03-04,Two years of full-time paid experience in mechanical repair work in a class at the level of Mechanical Repairer.,A Senior Mechanical Repairer acts as a lead for and works with a group of employees doing a variety of skilled tasks in maintaining and repairing mechanical equipment and tools.,"MAY 2, 2016",[],Two,FULL_TIME,,
506,SENIOR PAINTER 3424 041318.txt,senior painter,"90,995","$94,868",2018-04-13,ix years of full-time paid experience as a painter.,"A Senior Painter personally does skilled work, acts as lead for and works with a small crew of Painters, who prepare surfaces by hand, power tool, water blasting or sand blasting; and mix, match, and apply paint and related material by brush, roller or spray gun to machinery, equipment, including marine equipment, furniture, boats, industrial piping, and the interior and exterior of buildings, tanks, vaults and other structures; keeps records; makes reports, provides estimates, and orders materials; and is responsible for on-site safety and regulatory compliance including confined-space entry and lead abatement.","APRIL 26, 2018",['Interview'],,,,
507,SENIOR PARK MAINTENANCE SUPERVISOR 3146 101416.txt,senior park maintenance supervisor,"69,279","$98,574",2016-10-14,Two years of full-time paid experience with the City of Los Angeles as a Park Maintenance Supervisor or Tree Surgeon Supervisor.,"A Senior Park Maintenance Supervisor supervises, through subordinate supervisors, several groups of employees engaged in gardening and routine grounds maintenance; supervises landscape design, development and construction; trains subordinate supervisors and may conduct community meetings; and may supervise regional golf maintenance and operations; applies sound supervisory techniques in building and maintaining an effective work force; and fulfills equal opportunity responsibilities.","OCTOBER 27, 2016",['Essay'],Two,FULL_TIME,,
508,SENIOR PARK RANGER 1967 091815.txt,senior park ranger,"61,512","$82,872",2015-09-18,"Two years of full-time paid experience in a class at the level of Park Ranger, which provides experience in the protection of a park or recreational facility, or in a park performing related interpretative activities.  ","A Senior Park Ranger assigns, reviews and evaluates the work of Park Rangers and other employees engaged in the Park Ranger and park security programs; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity and employee relations responsibilities.     ","OCTOBER 1, 2015","['Test', 'Interview']",Two,FULL_TIME,,
509,SENIOR PARK SERVICES ATTENDANT 2422 102717.txt,senior park services attendant,"46,625","$68,173",2017-10-27,"1. One year of full-time paid experience with the City of Los Angeles as a Park Services Attendant or in a class at that level which provides experience collecting cash from the public, accounting for such collections, and providing public service in a customer service environment; or2. Two years of full-time paid experience supervising employees engaged in collecting cash from the public, accounting for such collections, and providing public service in a customer service environment.","A Senior Park Services Attendant supervises Park Services Attendants and other employees engaged in operating a variety of City-owned entrepreneurial public service operations which collect revenue and are located in City parks, golf courses or other recreational facilities, such as the Los Angeles Zoo and Park Film Office; coordinates and is responsible for the daily operation and condition of the facility; assigns, reviews, and evaluates the work of employees in assisting the public at City parks and recreational areas and personally handles the more difficult public contact situations; performs routine auditing functions; applies sound supervisory principles and techniques in building and maintaining an effective workforce; and fulfills equal employment opportunity responsibilities.NOTE: Senior Park Services Attendants will be required to work weekends, holidays, and nights on a regular basis.","NOVEMBER 9, 2017","['Essay', 'Interview']",One,FULL_TIME,,
510,SENIOR PARKING ATTENDANT 3529 032417.txt,senior parking attendant,"36,310",,2017-03-24,"Two years of full-time paid experience as a Parking Attendant with the City of Los Angeles or in a position directing or parking cars, cleaning vehicles, or operating a parking ticket booth.","A Senior Parking Attendant assigns, reviews and evaluates the work of Parking Attendants engaged in directing cars parking in City-owned commercial parking facilities, selling parking tickets to patrons using City-owned parking lots, and cleaning, refueling, and parking City vehicles; applies sound supervisory principles and techniques in building and maintaining an effective work force and fulfills equal employment opportunity responsibilities.","APRIL 6, 2017",[],Two,FULL_TIME,,
511,SENIOR PERSONNEL ANALYST 9167 120718 REV 121018.txt,senior personnel analyst  ,"86,338","$126,198",2018-12-07,"1. Two years of full-time paid experience as a Personnel Analyst, Personnel Research Analyst, or Senior Workers' Compensation Analyst with the City of Los Angeles; or2. Two years of full-time paid experience as a Management Analyst with the City of Los Angeles performing personnel administration work in a centralized staff agency or operating department personnel office.","A Senior Personnel Analyst performs difficult technical personnel staff assignments in employee selection, position classification, recruitment, personnel development, administration of employee development, training, personnel research, benefits administration, employee relations, equal employment opportunity, or departmental personnel administration; assigns, reviews, and evaluates the work of professional staff engaged in the above activities or plans, organizes, and directs the work of a major unit or section of professional and nonprofessional staff either in a centralized staff agency or in an operating department, or may act as the assistant head of a major staff or operating division; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.","JANUARY 11, 2019","['Essay', 'Exercise', 'Interview']",Two,FULL_TIME,,
512,SENIOR PHOTOGRAPHER 1795 041516 REVISED 042816.txt,senior photographer,"60,969","$89,136",2016-04-15,"Five years of full-time paid experience, two years of which must have been as a Photographer or in a class which is at that level,1. Taking, developing and processing black and white and color still photographs (either silver-based or digital); or2. Operating video or motion picture cameras.","A Senior Photographer assigns, reviews, and evaluates the work of Photographers engaged in taking black and white, and color still, motion picture or video photography, photographs or video tapes, and working with computers to process digital image files; may personally perform the more difficult photographic and videotape duties; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.","MAY 5, 2016",[],Five,FULL_TIME,,
513,SENIOR PLUMBER 3444 020516.txt,senior plumber,"99,012",,2016-02-05,1. Two years of full-time paid experience as a journey-level plumber; and2. A valid Certificate of Qualification as a journey-level plumber issued by the Los Angeles Department of Building and Safety.,"A Senior Plumber acts as lead for and works with a small group of plumbers and helpers and does skilled work in the layout, installation, repair, and maintenance of sanitary and industrial plumbing systems, process piping and fuel dispensing systems, including air, gas, water, steam, industrial waste, gasoline and oil pipelines, and fire systems.","FEBRUARY 18, 2016",['Interview'],Two,FULL_TIME,,
514,SENIOR PLUMBING INSPECTOR 4233 051818.txt,senior plumbing inspector,"90,410","$109,306",2018-05-18,"Two years of full-time paid experience as a Plumbing Inspector with the City of Los Angeles.The following may be substituted for one year of Plumbing Inspector experience:1. One year of full-time paid experience as a Building Mechanical Inspector with the City of Los Angeles may be substituted for one year of Plumbing Inspector experience lacking; or 2. Graduation from an accredited four-year college or university with a degree in Industrial Technology, Industrial Science or special degree program with an emphasis in Construction Management, Construction Technology, or Inspection Technology may be substituted for one year of required Plumbing Inspector experience.","A Senior Plumbing Inspector supervises and trains employees engaged in the inspection of plumbing installations for conformance to the City Plumbing Code, State Code Requirements and State Handicapped Regulations relating to plumbing; personally inspects the more complex plumbing installations; may perform responsible staff functions; may supervise the inspection of the construction of plumbing installations in public buildings to assure conformance with contract plans and specifications; applies sound supervisory principles and techniques in building and maintaining an effective workforce; and fulfills equal employment opportunity responsibilities.","MAY 31, 2018",['Interview'],Two,FULL_TIME,four,College or University
515,SENIOR POLICE SERVICE REPRESENTATIVE 2209 020918.txt,senior police service representative,"68,089","$99,576",2018-02-09,Two and one-half years of full-time paid experience with the City of Los Angeles as a Police Service Representative.,"A Senior Police Service Representative assigns, reviews, evaluates and provides direct supervision to a number of Police Service Representatives responsible for receiving and analyzing requests for service from citizens and Police Officers in the field, and for dispatching patrol units using radio digital terminal and other methods; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.Senior Police Service Representatives must be available to work weekends and holidays, and day, night and early morning shifts, on a rotating basis.","FEBRUARY 22, 2018","['Test', 'Essay', 'Interview']",,,,
516,SENIOR PORT ELECTRICAL MECHANIC 3847 072916 REV 081116 (1).txt,senior port electrical mechanic,"112,955",,2016-07-29,"Two years of full-time paid experience as a Port Electrical Mechanic with the City of Los Angeles performing inspections, maintenance, and repairs of high voltage electrical systems, marine terminal structures, and equipment.","Works with and supervises a small group of Port Electrical Mechanics performing skilled electrical, mechanical, electronic, welding, and rigging maintenance and repair work on de-energized and energized high voltage electrical conductors, wharf-side high voltage electrical power connections, barge mounted high voltage electrical equipment, container cranes, drawbridges and other Harbor Department (Harbor) structures and equipment; and performs related duties as a designated Qualified Electrical Worker.","AUGUST 18, 2016",['Interview'],Two,FULL_TIME,,
517,SENIOR REAL ESTATE OFFICER 1961 0413018 (2).txt,senior real estate officer,"83,352","$121,876",2018-04-13,"1.Two years of full-time paid real estate experience with the City of Los Angeles as a Real Estate Officer; or2.Graduation from an accredited four year college or university with a Bachelors degree in Economics, Business Administration, Accounting, or Finance, or a Bachelor's degree in any major and successful completion of the following four courses: Real Estate Principles, Real Estate Finance, Real Estate Appraisal and Real Estate Law, plus an additional 12 semester units or 16 quarter units of courses in either real estate, finance or business; and3.Five years of full-time paid real estate experience personally performing work which provides experience in one or more of the following areas:a. acquisition, divestiture, sale or rental of commercial, residential, residential income, agricultural and/or industrial real properties;b. property management of commercial, residential income, agricultural and/or industrial properties;c. asset management and/or development or redevelopment of real estate portfolios;d. appraisal of vacant land and agricultural, commercial, industrial and residential properties; valuation experience with incomeproperties, land, improvements, total (land and improvements) property, severance damages, the cost to cure, eminent domain, ad valorem, fair market rent leasehold and leased fee interests and discounted cash flow analysis; e. administering and providing relocation assistance to persons or businesses or farms under federal or State of California regulations.","A Senior Real Estate Officer personally performs complex tasks involving real property rights that include, but are not limited to: negotiations, acquisitions, accounting dispositions, leasing, rental rate adjustments, and appraisals; may also assign, review, and evaluate the work of a group of technical employees engaged in negotiating for the acquisition, leasing, rental, or sale of real property rights; conducts relocation studies; makes valuation appraisals of real property to be acquired, sold, or leased to or by the City; appraises damages and special benefits to private and public property resulting from proposed public improvements or public utility installations; creates and implements property management programs to ensure permit/lease compliance and to protect the City's assets; manages contracts for services such as appraisals, relocations, and acquisitions; and manages City-owned buildings; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.","APRIL 26, 2018",['Interview'],Two,FULL_TIME,four,College or University
518,SENIOR RECREATION DIRECTOR 2446 050517 REV 051117.txt,senior recreation director,"54,455","$77,506",2017-05-05,Two years of full-time paid experience as a Recreation Facility Director with the City of Los Angeles or in a class at that level directing recreational activities.,"A Senior Recreation Director plans, organizes, and directs a broad program of recreation activities at a major or specialized recreational facility, or group of facilities, or may plan and organize specialized regional recreation, senior citizen nutrition, or senior citizen volunteer work programs; prepares budget requests, writes reports, applies sound supervisory principles and techniques in building and maintaining an effective workforce, and fulfills equal employment opportunity responsibilities.  ","MAY 18, 2017","['Test', 'Essay', 'Interview']",Two,FULL_TIME,,
519,SENIOR ROOFER 3477 101708 REV 110608.txt,senior roofer,"68,006",,2008-10-17,Two years of full-time paid experience as a Roofer with the City of Los Angeles.,"A Senior Roofer supervises and works with a crew of journey-level roofers and helpers engaged in the application and repair of composition, asphaltic and other types of roofing.","NOVEMBER 13, 2008",['Interview'],Two,FULL_TIME,,
520,SENIOR SAFETY ENGINEER ELEVATORS 4264  042718.txt,senior safety engineer elevators,"83,415","$121,939",2018-04-27,Two years of full-time paid experience as a Safety Engineer Elevators with the City of Los Angeles.,"A Senior Safety Engineer Elevators assigns, reviews and evaluates the work of Safety Engineer Elevators engaged in the inspection of escalators, elevators, and similar devices for conformance to State laws and City ordinances regulating their design, installation and operation; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.","MAY 10, 2018",['Interview'],Two,FULL_TIME,,
521,SENIOR SAFETY ENGINEER PRESSURE VESSELS 4262 101218.txt,senior safety engineer pressure vessels,"85,086","$124,382",2018-10-12,1. Two years of full-time paid experience as a Safety Engineer Pressure Vessels with the City of Los Angeles; and2. A valid Certification of Competency to inspect boilers and pressure vessels issued by the State of California Department of Industrial Relations.,"A Senior Safety Engineer Pressure Vessels participates in and/or assigns, reviews and evaluates the work of Safety Engineers Pressure Vessels engaged in inspecting fired and unfired pressure vessels, and appurtenances for conformance to State laws and City ordinances regulating their design, fabrication, installation and operation; applies sound supervisory principles and techniques in building and maintaining an effective work force; and fulfills equal employment opportunity responsibilities.","OCTOBER 25, 2018",['Interview'],Two,FULL_TIME,,
522,SENIOR SECURITY OFFICER 3184 122818.txt,senior security officer,"44,745","$65,458",2018-12-28,"Two years of full-time paid experience with the City of Los Angeles in a class at the level of Security Officer patrolling and safeguarding buildings, facilities, parks, grounds and equipment, and protecting restricted areas, or working in a law enforcement capacity.","A Senior Security Officer assigns, reviews, and evaluates the work of a group of employees on an assigned shift engaged in patrolling and safeguarding City-owned buildings, parks, grounds, and equipment, performing traffic control and issuing parking citations at City-owned facilities, answering questions, directing visitors, and assuring that only authorized persons enter buildings and yards; applies sound supervisory principles and techniques in building and maintaining an effective work force and fulfills equal employment opportunity responsibilities; and does related work. ","JANUARY 10, 2019","['Essay', 'Test', 'Interview']",Two,FULL_TIME,,
